season,date_report,team_id,team_abbr,player_id,player_name,pos,status,designation,il_days,retro_date,expected_return,description,source
2025,2025-04-06,134,PIT,,,,,,,,,Pittsburgh Pirates activated RHP Chase Shugart.,statsapi
2025,2025-04-06,134,PIT,,,,IL,10-Day-IL,10.0,,,"Pittsburgh Pirates placed 3B Jared Triolo on the 10-day injured list retroactive to April 6, 2025. Lumbar spine strain.",statsapi
2025,2025-04-15,134,PIT,,,,IL,10-Day-IL,10.0,,,Pittsburgh Pirates placed C Endy Rodríguez on the 10-day injured list. Right hand laceration.,statsapi
2025,2025-05-01,134,PIT,,,,IL,10-Day-IL,10.0,,,Pittsburgh Pirates placed SS Isiah Kiner-Falefa on the 10-day injured list. Right hamstring strain.,statsapi
2025,2025-04-16,134,PIT,,,,IL,10-Day-IL,10.0,,,Pittsburgh Pirates activated 3B Jared Triolo from the 10-day injured list.,statsapi
2025,2025-04-19,134,PIT,,,,IL,15-Day-IL,15.0,,,Pittsburgh Pirates placed LHP Tim Mayza on the 15-day injured list. Left shoulder lat muscle strain.,statsapi
2025,2025-04-23,134,PIT,,,,IL,15-Day-IL,15.0,,,"Pittsburgh Pirates placed RHP Justin Lawrence on the 15-day injured list retroactive to April 23, 2025. Right elbow inflammation.",statsapi
2025,2025-04-24,134,PIT,,,,IL,15-Day-IL,15.0,,,Pittsburgh Pirates transferred LHP Tim Mayza from the 15-day injured list to the 60-day injured list. Left shoulder lat muscle strain.,statsapi
2025,2025-04-26,134,PIT,,,,IL,15-Day-IL,15.0,,,Pittsburgh Pirates activated RHP Colin Holderman from the 15-day injured list.,statsapi
2025,2025-04-29,134,PIT,,,,,,,,,Pittsburgh Pirates placed RHP Dennis Santana on the bereavement list.,statsapi
2025,2025-05-03,134,PIT,,,,IL,15-Day-IL,15.0,,,Pittsburgh Pirates transferred RHP Justin Lawrence from the 15-day injured list to the 60-day injured list. Right elbow inflammation.,statsapi
2025,2025-05-04,134,PIT,,,,,,,,,Pittsburgh Pirates activated RHP Dennis Santana from the bereavement list.,statsapi
2025,2025-05-09,134,PIT,,,,IL,10-Day-IL,10.0,,,Pittsburgh Pirates placed 1B Enmanuel Valdez on the 10-day injured list. Left shoulder inflammation.,statsapi
2025,2025-05-12,134,PIT,,,,IL,10-Day-IL,10.0,,,Pittsburgh Pirates activated SS Isiah Kiner-Falefa from the 10-day injured list.,statsapi
2025,2025-05-13,134,PIT,,,,,,,,,Pittsburgh Pirates activated LF Tommy Pham.,statsapi
2025,2025-05-14,134,PIT,,,,IL,10-Day-IL,10.0,,,Pittsburgh Pirates transferred 1B Enmanuel Valdez from the 10-day injured list to the 60-day injured list. Left shoulder inflammation.,statsapi
2025,2025-05-17,134,PIT,,,,IL,10-Day-IL,10.0,,,Pittsburgh Pirates activated 1B Spencer Horwitz from the 10-day injured list.,statsapi
2025,2025-05-20,134,PIT,,,,IL,15-Day-IL,15.0,,,Pittsburgh Pirates placed RHP Colin Holderman on the 15-day injured list. Right thumb inflammation.,statsapi
2025,2025-05-20,134,PIT,,,,IL,60-Day-IL,60.0,,,Pittsburgh Pirates placed 2B Nick Gonzales on the 60-day injured list. Non-displaced left ankle fracture.,statsapi
2025,2025-05-28,134,PIT,,,,IL,,,,,Pittsburgh Pirates placed C Joey Bart on the 7-day injured list. Concussion.,statsapi
2025,2025-05-28,134,PIT,,,,IL,10-Day-IL,10.0,,,Pittsburgh Pirates activated 1B Endy Rodríguez from the 10-day injured list.,statsapi
2025,2025-06-02,134,PIT,,,,,,,,,Pittsburgh Pirates reassigned 2B Ronny Simon to the minor leagues.,statsapi
2025,2025-06-03,134,PIT,,,,IL,60-Day-IL,60.0,,,Pittsburgh Pirates activated 2B Nick Gonzales from the 60-day injured list.,statsapi
2025,2025-06-07,134,PIT,,,,IL,10-Day-IL,10.0,,,Pittsburgh Pirates placed 1B Endy Rodríguez on the 10-day injured list. Right elbow inflammation.,statsapi
2025,2025-06-13,134,PIT,,,,IL,10-Day-IL,10.0,,,Pittsburgh Pirates transferred 1B Endy Rodríguez from the 10-day injured list to the 60-day injured list. Right elbow inflammation.,statsapi
2025,2025-06-16,134,PIT,,,,IL,60-Day-IL,60.0,,,Pittsburgh Pirates activated RHP Dauri Moreta from the 60-day injured list.,statsapi
2025,2025-06-17,134,PIT,,,,IL,,,,,Pittsburgh Pirates activated C Joey Bart from the 7-day injured list.,statsapi
2025,2025-06-18,134,PIT,,,,,,,,,Pittsburgh Pirates placed RF Bryan Reynolds on the paternity list.,statsapi
2025,2025-06-21,134,PIT,,,,,,,,,Pittsburgh Pirates activated RF Bryan Reynolds from the paternity list.,statsapi
2025,2025-06-21,134,PIT,,,,IL,15-Day-IL,15.0,,,Pittsburgh Pirates placed LHP Ryan Borucki on the 15-day injured list. Low back inflammation.,statsapi
2025,2025-07-02,134,PIT,,,,,,,,,Pittsburgh Pirates activated RHP Dennis Santana.,statsapi
2025,2025-07-07,134,PIT,,,,IL,15-Day-IL,15.0,,,Pittsburgh Pirates activated RHP Colin Holderman from the 15-day injured list.,statsapi
2025,2025-07-08,134,PIT,,,,IL,15-Day-IL,15.0,,,Pittsburgh Pirates placed RHP Chase Shugart on the 15-day injured list. Left knee inflammation.,statsapi
2025,2025-07-29,134,PIT,,,,,,,,,3B Ke'Bryan Hayes roster status changed by Pittsburgh Pirates.,statsapi
2025,2025-07-31,134,PIT,,,,,,,,,Pittsburgh Pirates reassigned LHP Evan Sisk to the minor leagues.,statsapi
2025,2025-07-31,134,PIT,,,,,,,,,Pittsburgh Pirates reassigned LHP Evan Sisk to the minor leagues.,statsapi
2025,2025-08-01,134,PIT,,,,IL,15-Day-IL,15.0,,,Pittsburgh Pirates activated LHP Ryan Borucki from the 15-day injured list.,statsapi
2025,2025-08-04,134,PIT,,,,IL,60-Day-IL,60.0,,,Pittsburgh Pirates activated RHP Johan Oviedo from the 60-day injured list.,statsapi
2025,2025-08-11,134,PIT,,,,IL,15-Day-IL,15.0,,,Pittsburgh Pirates activated RHP Chase Shugart from the 15-day injured list.,statsapi
2025,2025-08-13,134,PIT,,,,IL,,,,,Pittsburgh Pirates placed CF Oneil Cruz on the 7-day injured list. Concussion.,statsapi
2025,2025-08-26,134,PIT,,,,IL,,,,,Pittsburgh Pirates activated CF Oneil Cruz from the 7-day injured list.,statsapi
2025,2025-08-29,134,PIT,,,,IL,10-Day-IL,10.0,,,Pittsburgh Pirates placed RF Jack Suwinski on the 10-day injured list. Right groin strain.,statsapi
2025,2025-08-29,134,PIT,,,,,,,,,Pittsburgh Pirates placed RHP Kyle Nicolas on the bereavement list.,statsapi
2025,2025-08-30,134,PIT,,,,IL,10-Day-IL,10.0,,,Pittsburgh Pirates placed 2B Ronny Simon on the 10-day injured list. Dislocated left shoulder.,statsapi
2025,2025-03-04,135,SD,,,,,,,,,2B Marcos Castañon roster status changed by San Diego Padres.,statsapi
2025,2025-03-20,135,SD,,,,IL,60-Day-IL,60.0,,,San Diego Padres placed RHP Joe Musgrove on the 60-day injured list.,statsapi
2025,2025-03-21,135,SD,,,,,,,,,San Diego Padres activated OF Gavin Sheets.,statsapi
2025,2025-03-24,135,SD,,,,IL,15-Day-IL,15.0,,,"San Diego Padres placed RHP Jhony Brito on the 15-day injured list retroactive to March 24, 2025. Right forearm strain.",statsapi
2025,2025-03-24,135,SD,,,,IL,15-Day-IL,15.0,,,"San Diego Padres placed RHP Matt Waldron on the 15-day injured list retroactive to March 24, 2025. Left oblique muscle strain.",statsapi
2025,2025-03-24,135,SD,,,,IL,15-Day-IL,15.0,,,"San Diego Padres placed RHP Yu Darvish on the 15-day injured list retroactive to March 24, 2025. Right elbow inflammation.",statsapi
2025,2025-03-24,135,SD,,,,IL,15-Day-IL,15.0,,,"San Diego Padres placed RHP Bryan Hoeing on the 15-day injured list retroactive to March 24, 2025. Right shoulder strain.",statsapi
2025,2025-03-24,135,SD,,,,IL,15-Day-IL,15.0,,,"San Diego Padres placed RHP Sean Reynolds on the 15-day injured list retroactive to March 24, 2025. Right foot stress reaction.",statsapi
2025,2025-04-03,135,SD,,,,IL,15-Day-IL,15.0,,,San Diego Padres transferred RHP Jhony Brito from the 15-day injured list to the 60-day injured list. Right forearm strain.,statsapi
2025,2025-04-07,135,SD,,,,IL,10-Day-IL,10.0,,,"San Diego Padres placed CF Jackson Merrill on the 10-day injured list retroactive to April 7, 2025. Right hamstring strain.",statsapi
2025,2025-04-09,135,SD,,,,IL,10-Day-IL,10.0,,,"San Diego Padres placed 1B Jake Cronenworth on the 10-day injured list retroactive to April 9, 2025. Non-displaced right rib fracture.",statsapi
2025,2025-04-11,135,SD,,,,IL,15-Day-IL,15.0,,,San Diego Padres transferred RHP Matt Waldron from the 15-day injured list to the 60-day injured list. Left oblique muscle strain.,statsapi
2025,2025-04-14,135,SD,,,,IL,10-Day-IL,10.0,,,San Diego Padres placed RF Brandon Lockridge on the 10-day injured list. Left hamstring strain.,statsapi
2025,2025-04-16,135,SD,,,,,,,,,San Diego Padres activated CF Tyler Wade.,statsapi
2025,2025-04-17,135,SD,,,,IL,10-Day-IL,10.0,,,"San Diego Padres placed LF Jason Heyward on the 10-day injured list retroactive to April 17, 2025. Left knee inflammation.",statsapi
2025,2025-04-21,135,SD,,,,IL,,,,,San Diego Padres placed 1B Luis Arraez on the 7-day injured list. Concussion.,statsapi
2025,2025-04-27,135,SD,,,,IL,15-Day-IL,15.0,,,San Diego Padres transferred RHP Bryan Hoeing from the 15-day injured list to the 60-day injured list.,statsapi
2025,2025-04-27,135,SD,,,,IL,15-Day-IL,15.0,,,San Diego Padres placed RHP Logan Gillaspie on the 15-day injured list. Left oblique strain.,statsapi
2025,2025-04-29,135,SD,,,,IL,,,,,San Diego Padres activated 1B Luis Arraez from the 7-day injured list.,statsapi
2025,2025-04-29,135,SD,,,,IL,10-Day-IL,10.0,,,San Diego Padres activated LF Jason Heyward from the 10-day injured list.,statsapi
2025,2025-04-28,135,SD,,,,IL,10-Day-IL,10.0,,,"San Diego Padres placed SS Mason McCoy on the 10-day injured list retroactive to April 28, 2025. Left finger sprain.",statsapi
2025,2025-05-02,135,SD,,,,IL,10-Day-IL,10.0,,,San Diego Padres activated CF Brandon Lockridge from the 10-day injured list.,statsapi
2025,2025-05-06,135,SD,,,,IL,10-Day-IL,10.0,,,San Diego Padres activated CF Jackson Merrill from the 10-day injured list.,statsapi
2025,2025-06-15,135,SD,,,,IL,10-Day-IL,10.0,,,San Diego Padres placed CF Jackson Merrill on the 10-day injured list. Concussion.,statsapi
2025,2025-05-07,135,SD,,,,IL,15-Day-IL,15.0,,,San Diego Padres activated RHP Sean Reynolds from the 15-day injured list.,statsapi
2025,2025-05-08,135,SD,,,,,,,,,1B Connor Joe roster status changed by San Diego Padres.,statsapi
2025,2025-05-09,135,SD,,,,IL,10-Day-IL,10.0,,,San Diego Padres activated 2B Jake Cronenworth from the 10-day injured list.,statsapi
2025,2025-05-24,135,SD,,,,IL,10-Day-IL,10.0,,,San Diego Padres placed LF Jason Heyward on the 10-day injured list. Left oblique strain.,statsapi
2025,2025-05-22,135,SD,,,,IL,15-Day-IL,15.0,,,"San Diego Padres placed RHP Michael King on the 15-day injured list retroactive to May 22, 2025. Right shoulder inflammation.",statsapi
2025,2025-06-01,135,SD,,,,IL,60-Day-IL,60.0,,,San Diego Padres activated RHP Matt Waldron from the 60-day injured list.,statsapi
2025,2025-06-07,135,SD,,,,IL,10-Day-IL,10.0,,,San Diego Padres activated 2B Mason McCoy from the 10-day injured list.,statsapi
2025,2025-06-16,135,SD,,,,IL,60-Day-IL,60.0,,,San Diego Padres placed RHP Yu Darvish on the 60-day injured list. Right elbow inflammation.,statsapi
2025,2025-06-21,135,SD,,,,IL,60-Day-IL,60.0,,,San Diego Padres activated RHP Bryan Hoeing from the 60-day injured list.,statsapi
2025,2025-06-22,135,SD,,,,IL,10-Day-IL,10.0,,,San Diego Padres activated CF Jackson Merrill from the 10-day injured list.,statsapi
2025,2025-06-25,135,SD,,,,IL,15-Day-IL,15.0,,,San Diego Padres placed RHP Ryan Bergert on the 15-day injured list. Right forearm contusion.,statsapi
2025,2025-06-28,135,SD,,,,,,,,,San Diego Padres activated RHP Robert Suarez.,statsapi
2025,2025-06-30,135,SD,,,,IL,15-Day-IL,15.0,,,San Diego Padres activated RHP Logan Gillaspie from the 15-day injured list.,statsapi
2025,2025-07-07,135,SD,,,,IL,15-Day-IL,15.0,,,San Diego Padres transferred RHP Michael King from the 15-day injured list to the 60-day injured list. Right shoulder inflammation.,statsapi
2025,2025-07-07,135,SD,,,,IL,60-Day-IL,60.0,,,San Diego Padres activated RHP Yu Darvish from the 60-day injured list.,statsapi
2025,2025-07-11,135,SD,,,,IL,15-Day-IL,15.0,,,San Diego Padres activated RHP Ryan Bergert from the 15-day injured list.,statsapi
2025,2025-07-13,135,SD,,,,,,,,,San Diego Padres placed LF Gavin Sheets on the paternity list.,statsapi
2025,2025-07-16,135,SD,,,,,,,,,San Diego Padres activated LF Gavin Sheets from the paternity list.,statsapi
2025,2025-07-30,135,SD,,,,IL,,,,,San Diego Padres reassigned 3B Will Wagner to the minor leagues.,statsapi
2025,2025-07-30,135,SD,,,,IL,,,,,San Diego Padres reassigned 3B Will Wagner to the minor leagues.,statsapi
2025,2025-07-31,135,SD,,,,,,,,,1B Ryan O'Hearn roster status changed by San Diego Padres.,statsapi
2025,2025-07-31,135,SD,,,,IL,,,,,RHP Mason Miller roster status changed by San Diego Padres.,statsapi
2025,2025-07-31,135,SD,,,,,,,,,LHP Nestor Cortes roster status changed by San Diego Padres.,statsapi
2025,2025-07-31,135,SD,,,,,,,,,LHP JP Sears roster status changed by San Diego Padres.,statsapi
2025,2025-07-31,135,SD,,,,,,,,,C Freddy Fermin roster status changed by San Diego Padres.,statsapi
2025,2025-07-31,135,SD,,,,,,,,,RF Ramón Laureano roster status changed by San Diego Padres.,statsapi
2025,2025-08-01,135,SD,,,,,,,,,San Diego Padres activated 1B Ryan O'Hearn.,statsapi
2025,2025-08-01,135,SD,,,,,,,,,San Diego Padres activated C Freddy Fermin.,statsapi
2025,2025-08-01,135,SD,,,,IL,,,,,San Diego Padres activated RHP Mason Miller.,statsapi
2025,2025-08-01,135,SD,,,,,,,,,San Diego Padres activated RF Ramón Laureano.,statsapi
2025,2025-08-01,135,SD,,,,,,,,,San Diego Padres activated LHP JP Sears.,statsapi
2025,2025-08-03,135,SD,,,,IL,60-Day-IL,60.0,,,San Diego Padres activated LHP Nestor Cortes from the 60-day injured list.,statsapi
2025,2025-08-09,135,SD,,,,IL,60-Day-IL,60.0,,,San Diego Padres activated RHP Michael King from the 60-day injured list.,statsapi
2025,2025-08-11,135,SD,,,,IL,15-Day-IL,15.0,,,"San Diego Padres placed RHP Michael King on the 15-day injured list retroactive to August 11, 2025. Left knee inflammation.",statsapi
2025,2025-08-20,135,SD,,,,IL,10-Day-IL,10.0,,,"San Diego Padres placed CF Jackson Merrill on the 10-day injured list retroactive to August 20, 2025. Left ankle sprain.",statsapi
2025,2025-08-29,135,SD,,,,IL,10-Day-IL,10.0,,,San Diego Padres placed SS Xander Bogaerts on the 10-day injured list. Left foot non-displaced fracture.,statsapi
2025,2025-03-02,136,SEA,,,,IL,60-Day-IL,60.0,,,Seattle Mariners placed RHP Jackson Kowar on the 60-day injured list. Tommy John surgery recovery.,statsapi
2025,2025-03-25,136,SEA,,,,,,,,,Seattle Mariners activated 1B Rowdy Tellez.,statsapi
2025,2025-03-24,136,SEA,,,,IL,15-Day-IL,15.0,,,"Seattle Mariners placed RHP Troy Taylor on the 15-day injured list retroactive to March 24, 2025. Right lat strain.",statsapi
2025,2025-03-24,136,SEA,,,,IL,15-Day-IL,15.0,,,"Seattle Mariners placed RHP Matt Brash on the 15-day injured list retroactive to March 24, 2025. Right UCL sprain.",statsapi
2025,2025-03-24,136,SEA,,,,IL,15-Day-IL,15.0,,,"Seattle Mariners placed RHP George Kirby on the 15-day injured list retroactive to March 24, 2025. Right shoulder inflammation.",statsapi
2025,2025-04-01,136,SEA,,,,,,,,,Seattle Mariners placed 2B Jorge Polanco on the paternity list.,statsapi
2025,2025-04-03,136,SEA,,,,,,,,,Seattle Mariners activated 2B Jorge Polanco from the paternity list.,statsapi
2025,2025-04-07,136,SEA,,,,IL,10-Day-IL,10.0,,,Seattle Mariners placed CF Victor Robles on the 10-day injured list. Left shoulder dislocation.,statsapi
2025,2025-04-09,136,SEA,,,,IL,10-Day-IL,10.0,,,Seattle Mariners placed 2B Ryan Bliss on the 10-day injured list. Left biceps tear.,statsapi
2025,2025-04-13,136,SEA,,,,IL,10-Day-IL,10.0,,,Seattle Mariners transferred 2B Ryan Bliss from the 10-day injured list to the 60-day injured list. Torn left biceps.,statsapi
2025,2025-04-14,136,SEA,,,,IL,15-Day-IL,15.0,,,Seattle Mariners activated RHP Troy Taylor from the 15-day injured list.,statsapi
2025,2025-04-23,136,SEA,,,,IL,10-Day-IL,10.0,,,Seattle Mariners transferred RF Victor Robles from the 10-day injured list to the 60-day injured list.,statsapi
2025,2025-04-26,136,SEA,,,,IL,15-Day-IL,15.0,,,Seattle Mariners placed RHP Logan Gilbert on the 15-day injured list. Right elbow flexor strain.,statsapi
2025,2025-04-29,136,SEA,,,,IL,60-Day-IL,60.0,,,Seattle Mariners placed RHP Gregory Santos on the 60-day injured list.,statsapi
2025,2025-04-28,136,SEA,,,,IL,10-Day-IL,10.0,,,"Seattle Mariners placed RF Luke Raley on the 10-day injured list retroactive to April 28, 2025. Right oblique strain.",statsapi
